GSWSchoolCatalogId,SchoolCode,CategoryCode,MasterStyle,Style,StyleDisplayOrder,ColorName,ColorCode,SizeCode,SizeRangeCode,SizeRange,SizeTypeCode,SizeType,SKU,ProductName,GenderCode,GradeCode,ProgramCode,DressCode,Logo1Required,Logo1List,Logo2Required,Logo2List,PimProductId,GSWSchoolId,AttributeDisplayOrder,ProductTag,Purpose,FeaturedProducts,NewArrival,Note,PdpMessage,IsDelete
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
